Un coup de maître,2023,1h 35m,G,"Willing to risk it all, an unscrupulous art dealer and his socially-awkward painter and longtime friend develop an extreme and ludicrous plan to save themselves.","https://m.media-amazon.com/images/M/MV5BMGE3MzlhZGYtMDJlMC00MWI2LTgwOTktNmExYTZjNjhhMmYxXkEyXkFqcGdeQXVyMDA5MDg4Nw@@._V1_QL75_UY281_CR9,0,190,281_.jpg",Rémi Bezançon,"Vincent Macaigne,Bouli Lanners,Bastien Ughetto,Anaïde Rozam,Aure Atika,Michel Nabokoff,Philippe Résimont,Madeleine Baudot,Ophélie Koering,Aude Perrier,Karim Mendil,Fanny Roisin,Mélusine Loveniers,Olivier Bonjour,David Courier,Vincent Santamaria,Jean-Franck Perez,Anas El Marcouchi",Comedy,0
A Savage Christmas,2023,1h 30m,G,"After years of estrangement, trans woman Davina Savage returns home for Christmas expecting her transition to be the focus, but it's overshadowed by family secrets and lies which threaten not only their lives--but another Christmas lunch.","https://m.media-amazon.com/images/M/MV5BNDViYjBmMGMtY2Q5Ni00MmM0LTgzMjktOGEyMGY3NTY5ODUzXkEyXkFqcGdeQXVyNzU1MzI0NzA@._V1_QL75_UY281_CR7,0,190,281_.jpg",Madeleine Dyer,"Rachel Griffiths,Gary Sweet,Helen Thomson,David Roberts,Darren Gilshenan,Charlotte Chimes,Ryan Morgan,Rekha Ryan,Jacqui Duncan,Max Jahufer,Thea Raveneau,Danni Goodman",Comedy,0
Buhey Bariyan,2023,2h 9m,G,"A group of women fights against patriarchy and societal values. Prem Kaur, a new police officer uncovers dark secrets and becomes a beacon of hope for the womenfolk.","https://m.media-amazon.com/images/M/MV5BMDczNmQyMTktYzRkNC00MjFjLThkNWUtMzdmOWI4NTYwZjYwXkEyXkFqcGdeQXVyMTU3NTkzMTI1._V1_QL75_UY281_CR18,0,190,281_.jpg",Uday Pratap Singh,"Neeru Bajwa,Rubina Bajwa,Sukhdev Barnala,Gurpreet Bhangu,Jasbir Gill,Dharminder Kaur,Seema Kaushal,Nirmal Rishi,Rupinder Rupi",Drama,0
Twisted Fiction,2023,1h 56m,G,"Three twisted tales. A man stalks the hypnotist that gives his wife a ""hypno-orgasm""; a film producer who drugs and rapes aspiring actresses is targeted for revenge by witches; and a kinky hotel rendezvous ends in death and bloodshed.","https://m.media-amazon.com/images/M/MV5BYmY2YTlmZmUtNjczNy00MWVjLWE1NTMtMDRlNWIwYjcwNzgwXkEyXkFqcGdeQXVyMTY5NjkxMg@@._V1_QL75_UY281_CR11,0,190,281_.jpg",Marc Fratto,"Gaetano Iacono,Nikki Silva,Mark K. Simmons,Johnny Capuano,Jackie Adragna,Leo Goodman,Koko Marshall,Shariff Sinclair,Linnea Gregg,Shannon Moore,Austin Morgan,Nicholas M. Garofolo,Katrina Clairvoyant,Cassandra Cruz,Katt Gerardi,Tara Kinee,William Jaramillo,Charmien Byrd",Horror,0
Voices in Deep,2023,1h 31m,G,"In the aftermath of a refugee crisis, a man hustles to provide shelter for his vulnerable younger brother. Meanwhile, a volunteer suffering post-traumatic stress sells illegally poached shellfish when her black market buyer goes missing.","https://m.media-amazon.com/images/M/MV5BZTVjNDlkNTgtY2YxZC00YzAxLWFiOTYtYTRhNTljYjY0MDEyXkEyXkFqcGdeQXVyMTUxNjMyNg@@._V1_QL75_UY281_CR5,0,190,281_.jpg",Jason Raftopoulos,"Angeliki Papoulia,Michele Valley,Manos Gavras,Christos Karavevas,Panagiotis Margetis,Kostas Nikouli,Antonis Tsiotsiopoulos,Stephanie Capetanides,Dimitris Xanthopoulos,Maximos Moumouris,Anna Tzanakaki,Panos Kranidiotis,Marielli Manoudaki,Ieronymos Kaletsanos,Constantine Pinotsis,Stelios Dimopoulos,Marita Tzatzadaki Aspioti,Zaharenia Pini",Drama,0
Swan Song,2023,1h 40m,G,"A deep look of the incredible devotion, artistry and sacrifices that Karen Kain and the National Ballet of Canada dancers make in their pursuit of creating something unique, meaningful and beautiful.","https://m.media-amazon.com/images/M/MV5BOTczMjg2ZTktZjI0ZC00NDFhLTgwNjgtOWZjMWYyOWRkNzgxXkEyXkFqcGdeQXVyNTM0NTU5Mg@@._V1_QL75_UX190_CR0,1,190,281_.jpg",Chelsea McMullan,"Jurgita Dronina,Shaelynn Estrada,Karen Kain",Documentary,0
The Milkman,2023,2h 35m,18+,"LOGLINE: After witnessing the murder of his beloved Grandfather, during his childhood, a Special Operations veteran with a tick, enacts his own retributive justice against the bad element of the city and those in power who turn a blind eye. - SUMMARY: It's the story of Kahn Davis. Sent to live with his grandparents as a child due to the death by overdose of both his p... Read all","https://m.media-amazon.com/images/M/MV5BOTVkNWJiODItN2NmYy00NjYyLTkwMGYtYmI2YmFhNzBjNzRmXkEyXkFqcGdeQXVyMTE3NDU2MDAx._V1_QL75_UY281_CR11,0,190,281_.jpg",Vernon Williams III,"David P. Saunders,Cross Thompson,Chris Rhydings,Ellie Christiansen,Ondra Berry II,Chanel Collins,Juante Wilson,Tim Rook,Ellice McCoy,Carol Tate,DeAndre Cross,Stan Long,Carson Ruleman,Tre Fergerson,Mike Lord Sr.,Tracy Campbell,Qiana Barnes,Hugh M. Weathers",Action,0
Jaladhara Pumpset Since 1962,2023,2h 19m,G,"Mrinalini Teacher who goes after a thief who has stolen her water pump and the case seems to go for years without any judgement ,possibly commenting the judicial system of India.","https://m.media-amazon.com/images/M/MV5BMTcxZWNhMmUtZWQwZC00YWVlLWI2NmMtZDZiNWE1MjBlYzVhXkEyXkFqcGdeQXVyMjkxNzQ1NDI@._V1_QL75_UX190_CR0,7,190,281_.jpg",Ashish Chinnappa,"Althaf Salim,Urvashi,Johny Antony,Indrans,Sajin Cherukayil,Vijayaraghavan,Nisha Sarangh,Sanusha,Sneha Babu,Shailaja Ambu,Davinchi Santhosh,T.G. Ravi,Vishnu Govindhan,Anjali Sunil Kumar,Kalabhavan Haneef,Shivaji Guruvayoor,Jayan Cherthala,Sagar",Comedy,0
Parastree,2023,2h 2m,G,Revolves around what happens after extra marital affairs.,"https://m.media-amazon.com/images/M/MV5BOGRlNzFjYmEtMGQyYy00MDI2LWFjMTQtZjE3NGZhYjIxNzg2XkEyXkFqcGdeQXVyMTAwNjA5MTA3._V1_QL75_UY281_CR3,0,190,281_.jpg",Suraj Pandey,"Saraswati Adhikari,Jhaken BC,Gaurav Bista,Geeta Bista,Alisha Chhetri,Koshish Chhetri,Shilpa Maskey,Arpit Neupane,Rambabu Regmi,Ashant Sharma",Thriller,0
Ashil,2023,1h 56m,G,A young filmmaker who currently works in a hospital takes a mental patient out for a short ride to find out who she really is.,"https://m.media-amazon.com/images/M/MV5BMGZiYThlMmItNDFlZi00NmVmLTg4ZTItMDE5ZjVmZWNiNTYzXkEyXkFqcGdeQXVyMTQ5OTMyNTc2._V1_QL75_UY281_CR0,0,190,281_.jpg",Farhad Delaram,"Mirsaeed Molavian,Behdokht Valian,Roya Afshar,Neda Aghighi,Firouz Agheli,Hossein Mashali","Crime,Drama",0
